property_name,areaWithType,square_feet,transaction,status,floor,furnishing,facing,price_per_sqft,price,floor_number
2 BHK Apartment for Sale in Sonifaliya Surat,Super Area,850.0,Resale,Ready to Move,4 out of 5,Semi-Furnished,Unknown,2588.0,22.0,4.0
2 BHK Builder Floor for Sale in Sachin Surat,Super Area,900.0,Resale,Ready to Move,3 out of 5,Semi-Furnished,Unknown,1444.0,13.0,3.0
2 BHK Apartment for Sale in Udhna Surat,Super Area,910.0,Resale,Ready to Move,3 out of 4,Furnished,Unknown,2747.0,25.0,3.0
  Shop for Sale in Kadodara Surat,Super Area,180.0,Resale,Ready to Move,Ground out of 5,Unknown,Unknown,10000.0,18.0,5.0
2 BHK Apartment for Sale in Pandesara Surat,Super Area,800.0,Resale,Ready to Move,3 out of 5,Unfurnished,Unknown,3250.0,26.0,3.0
  Office Space for Sale in Bhatar Surat,Super Area,341.0,Resale,Ready to Move,Ground out of 2,Unknown,Unknown,4106.0,14.0,2.0
  Plot/Land for Sale in Silver park plot no 1 Surat,Plot Area,2493.0,Yes,Resale,3,Unknown,Unknown,309.0,7.7,3.0
  Office Space for Sale in Nanpura Surat,Super Area,600.0,Resale,Ready to Move,4 out of 5,Unknown,Unknown,4167.0,25.0,4.0
  Shop for Sale in Olpad Surat,Super Area,250.0,Resale,Ready to Move,1 out of 5,Unknown,Unknown,6000.0,15.0,1.0
  Shop for Sale in Varachha Surat,Super Area,200.0,Resale,Ready to Move,2 out of 3,Unknown,Unknown,10000.0,20.0,2.0
  Plot/Land for Sale in Palsana Surat,Plot Area,648.0,No,Resale,3,Unknown,Unknown,3086.0,20.0,3.0
  Plot/Land for Sale in Narthan Surat,Plot Area,882.0,1,Freehold,Resale,No,Unknown,1701.0,15.0,5.0
  Office Space for Sale in VIP Road Surat,Super Area,600.0,Resale,Ready to Move,3 out of 5,Unknown,Unknown,6667.0,40.0,3.0
1 BHK Builder Floor for Sale in Kadodar Surat,Super Area,490.0,Resale,Ready to Move,4 out of 4,Unfurnished,Unknown,1735.0,8.5,4.0
1 BHK Builder Floor for Sale in Kamrej Surat,Super Area,400.0,Resale,Ready to Move,4 out of 5,Semi-Furnished,Unknown,2500.0,10.0,4.0
2 BHK Apartment for Sale in Adajan Surat,Super Area,960.0,Semi-Furnished,3 out of 7,Resale,Unknown,Unknown,4167.0,40.0,5.0
 Industrial Shed for Sale in Patel Nagar Surat,Super Area,525.0,Unknown,Ready to Move,Resale,Unknown,Unknown,2857.0,15.0,5.0
2 BHK Apartment for Sale in Palanpur Gam Surat,Super Area,1200.0,Resale,Ready to Move,4 out of 8,Unfurnished,North,3750.0,45.0,4.0
  Plot/Land for Sale in Masma Village Surat,Plot Area,1647.0,1,Co-operative Society,Resale,No,Unknown,2125.0,35.0,5.0
"2 BHK Apartment for Sale in pragati nagar, Piplod Surat",Super Area,1040.0,Resale,Ready to Move,1 out of 7,Semi-Furnished,Unknown,3846.0,40.0,1.0
  Shop for Sale in Pasodara Surat,Super Area,132.0,Resale,Ready to Move,Ground,1 Covered,Unknown,25000.0,33.0,5.0
  Plot/Land for Sale in Kim Surat,Plot Area,650.0,No,Resale,3,Unknown,Unknown,1846.0,12.0,3.0
2 BHK Apartment for Sale in Adajan Surat,Super Area,1150.0,Resale,Ready to Move,2 out of 3,Unfurnished,Unknown,3896.0,44.8,2.0
"2 BHK Apartment for Sale in Rajhans Platinum, Palanpur Surat",Carpet Area,660.0,Resale,Ready to Move,4 out of 5,Furnished,East,3932.0,46.0,4.0
3 BHK  House for Sale in Olpad Sayan Road Surat,Super Area,1400.0,Resale,Ready to Move,Ground out of 2,Semi-Furnished,Unknown,1786.0,25.0,2.0
3 BHK  House for Sale in Ganeshpura Surat,Super Area,1296.0,Resale,Ready to Move,Ground out of 3,Semi-Furnished,3,3086.0,40.0,3.0
2 BHK Apartment for Sale in Nanpura Surat,Carpet Area,1008.0,Resale,Ready to Move,5 out of 5,Furnished,Unknown,4691.5,36.0,5.0
2 BHK  House for Sale in Kadodara Surat,Carpet Area,650.0,Unfurnished,Ready to Move,Resale,North,"Garden/Park, Main Road",3030.0,20.0,5.0
2 BHK Apartment for Sale in Varachha Surat,Super Area,990.0,Resale,Ready to Move,1 out of 6,Unfurnished,North,3838.0,38.0,1.0
2 BHK Apartment for Sale in Surat,Super Area,1161.0,Resale,Ready to Move,1 out of 1,Semi-Furnished,East,4005.0,46.5,1.0
2 BHK Villa for Sale in Udhana Surat,Super Area,432.0,Unfurnished,Ready to Move,Resale,East,Main Road,2778.0,12.0,5.0
  Office Space for Sale in Sayan Surat,Super Area,200.0,Resale,Ready to Move,1 out of 5,Unknown,Unknown,9000.0,18.0,1.0
1 BHK Apartment for Sale in Dindoli Surat,Super Area,801.0,Resale,Ready to Move,9 out of 11,Unfurnished,Unknown,1998.0,16.0,9.0
2 BHK Apartment for Sale in Palanpur Surat,Super Area,1092.0,New Property,Poss. by May '26,14 out of 14,Unfurnished,Unknown,3200.0,34.9,14.0
2 BHK Apartment for Sale in Pal Gam Surat,Carpet Area,1000.0,Resale,Ready to Move,3 out of 5,Unfurnished,South -West,3529.0,45.0,3.0
  Shop for Sale in Adajan Patiya Surat,Carpet Area,210.0,Resale,Ready to Move,Ground out of 1,Unknown,Unknown,8571.0,30.0,1.0
"2 BHK Apartment for Sale in Govindji Park, Umra Surat",Super Area,1200.0,Resale,Ready to Move,4 out of 7,Unfurnished,"Garden/Park, Main Road",3750.0,45.0,4.0
3 BHK  House for Sale in santeria Marie gold Surat,Super Area,100.0,Unfurnished,Ready to Move,New Property,East,Garden/Park,3994.0,36.0,5.0
"2 BHK Apartment for Sale in Swagat Clifton, Bhimrad Surat",Super Area,1252.0,Resale,Ready to Move,5 out of 14,Unfurnished,East,3594.0,45.0,5.0
  Shop for Sale in Dindoli Surat,Carpet Area,504.0,Resale,Ready to Move,1 out of 1,Unknown,Unknown,3871.0,19.5,1.0
2 BHK Builder Floor for Sale in Gopi Pura Surat,Super Area,1000.0,Resale,Ready to Move,3 out of 5,Furnished,East,2500.0,25.0,3.0
"  Shop for Sale in Aagam Prestige, Dumas Road Surat",Carpet Area,118.0,Resale,Ready to Move,1 out of 8,Unknown,Unknown,7806.0,18.5,1.0
1 BHK  House for Sale in Dindoli Surat,Super Area,504.0,Resale,Ready to Move,Ground out of 1,Unfurnished,West,3968.0,20.0,1.0
1 BHK Builder Floor for Sale in Punagam Surat,Super Area,625.0,Resale,Ready to Move,3 out of 4,Semi-Furnished,Unknown,2642.0,16.5,3.0
2 BHK Apartment for Sale in Piplod Surat,Carpet Area,800.0,Resale,Ready to Move,5 out of 7,Furnished,East,4167.0,50.0,5.0
2 BHK  House for Sale in Masma Village Surat,Super Area,720.0,Resale,Ready to Move,Ground out of 1,Unfurnished,Unknown,4028.0,29.0,1.0
"2 BHK Apartment for Sale in Sangini Swaraj, Jahangir Pura Surat",Super Area,1050.0,Resale,Ready to Move,8 out of 12,Unfurnished,East,3714.0,39.0,8.0
  Shop for Sale in Amroli Surat,Carpet Area,210.0,Resale,Ready to Move,Ground out of 10,Unknown,Unknown,14793.0,50.0,10.0
1 BHK Apartment for Sale in Vadod Gam Surat,Super Area,671.0,Resale,Ready to Move,2 out of 5,Semi-Furnished,East,2683.0,18.0,2.0
4 BHK Apartment for Sale in Udhna Surat,Super Area,1360.0,Resale,Ready to Move,2 out of 2,Semi-Furnished,East,2647.0,36.0,2.0
2 BHK Apartment for Sale in Althan Surat,Super Area,1241.0,New Property,Poss. by Jul '24,7 out of 12,Unfurnished,East,3626.0,45.0,7.0
  Shop for Sale in Rustampura Surat,Super Area,250.0,Resale,Ready to Move,Ground out of 4,Unknown,Unknown,20000.0,50.0,4.0
2 BHK Builder Floor for Sale in Jahangir Pura Surat,Super Area,1150.0,Resale,Ready to Move,3 out of 6,Unfurnished,Unknown,2783.0,32.0,3.0
"3 BHK Apartment for Sale in Penttagon Residency, Palanpur Jakatnaka Surat",Super Area,1384.0,New Property,Ready to Move,7 out of 13,Unfurnished,East,3505.0,48.5,7.0
"1 BHK Apartment for Sale in Regent Plaza, Dindoli Surat",Carpet Area,546.0,Resale,Ready to Move,2 out of 5,Semi-Furnished,East,2597.0,22.0,2.0
  Plot/Land for Sale in Sayan Surat,Plot Area,860.0,No,Resale,3,Unknown,Unknown,1744.0,15.0,3.0
  Plot/Land for Sale in Pandesara Surat,Plot Area,540.0,Resale,36 X 15,Freehold,Unknown,No,6481.0,35.0,5.0
2 BHK  House for Sale in Unn Patiya Surat,Super Area,547.0,Resale,Ready to Move,1 out of 1,Furnished,Unknown,5484.0,30.0,1.0
2 BHK  House for Sale in Sayan Surat,Super Area,800.0,Resale,Ready to Move,Ground out of 1,Unfurnished,Unknown,2000.0,16.0,1.0
3 BHK  House for Sale in Dindoli Surat,Carpet Area,532.0,New Property,Ready to Move,Ground out of 1,Semi-Furnished,East,6203.0,33.0,1.0
1 BHK Builder Floor for Sale in Bhatar Surat,Super Area,800.0,Resale,Ready to Move,1 out of 4,Furnished,Unknown,3500.0,28.0,1.0
1 BHK  House for Sale in Sachin Surat,Super Area,400.0,Unfurnished,Ready to Move,Resale,Unknown,Unknown,3500.0,14.0,5.0
3 BHK Apartment for Sale in Morabhagal Surat,Carpet Area,745.0,Resale,Ready to Move,9 out of 14,Semi-Furnished,Unknown,2909.0,32.0,9.0
2 BHK Apartment for Sale in Palanpur Gam Surat,Carpet Area,980.0,Resale,Ready to Move,1 out of 12,Furnished,East,3281.0,42.0,1.0
  Shop for Sale in Nan Pura Surat,Super Area,144.0,Resale,Ready to Move,1 out of 5,Unknown,Unknown,14583.0,21.0,1.0
1 BHK Builder Floor for Sale in Nan Pura Surat,Super Area,650.0,Resale,Ready to Move,3 out of 4,Unfurnished,East,3385.0,22.0,3.0
1 BHK Apartment for Sale in Royal plaza socity Surat,Carpet Area,500.0,Resale,Ready to Move,3 out of 4,Semi-Furnished,Main Road,2800.0,21.0,3.0
"3 BHK Apartment for Sale in Varni Siddheshwar Heights, Sarthana Jakat Naka Surat",Carpet Area,602.0,Resale,Poss. by Feb '25,10 out of 14,Semi-Furnished,Varni Siddheshwar Heights,3728.0,34.0,10.0
1 BHK Apartment for Sale in 103 AjithNath Awas Surat,Super Area,630.0,Resale,Ready to Move,1 out of 4,Unfurnished,East,3333.0,21.0,1.0
"2 BHK Apartment for Sale in Shiv Samarth 1, Pal Gam Surat",Super Area,1127.0,Resale,Ready to Move,16 out of 19,Unfurnished,East,4259.0,48.0,16.0
2 BHK Apartment for Sale in Mota Varachha Surat,Super Area,1312.0,Resale,Ready to Move,2 out of 5,Unfurnished,North,3800.0,49.9,2.0
  Plot/Land for Sale in Masma Village Surat,Plot Area,927.0,Yes,Resale,3,Unknown,Unknown,1942.0,18.0,3.0
"2 BHK Apartment for Sale in Vaidehi Heights, Dindoli Surat",Super Area,951.0,Resale,Ready to Move,2 out of 12,Furnished,Main Road,2944.0,28.0,2.0
  House for Sale in Chikuwadi Surat,Super Area,2000.0,Unfurnished,Ready to Move,Resale,1 Open,5,2000.0,40.0,5.0
  Shop for Sale in Borsad Surat,Super Area,314.0,Resale,Ready to Move,1 out of 4,Unknown,Unknown,8500.0,26.7,1.0
"2 BHK Apartment for Sale in Salasar Icon, Dindoli Surat",Carpet Area,1136.0,Resale,Ready to Move,1 out of 1,Unfurnished,Salasar Icon,2817.0,32.0,1.0
2 BHK Apartment for Sale in bejanwala complex Surat,Super Area,1250.0,Unknown,Ready to Move,Resale,Unknown,Unknown,3200.0,40.0,5.0
  Shop for Sale in Surat Surat,Carpet Area,238.0,Resale,Ready to Move,Ground out of 4,Unknown,Unknown,16807.0,40.0,4.0
"2 BHK Apartment for Sale in JT Stuti Highland, Palanpur Surat",Carpet Area,1265.0,Resale,Ready to Move,13 out of 13,Unfurnished,East,3162.0,40.0,13.0
2 BHK  House for Sale in Olpad Sayan Road Surat,Super Area,850.0,Resale,Ready to Move,Ground out of 1,Unfurnished,Unknown,2118.0,18.0,1.0
4 BHK  House for Sale in Navagam Surat,Super Area,1450.0,Resale,Ready to Move,Ground out of 2,Unfurnished,3,2069.0,30.0,2.0
1 BHK  House for Sale in Bardoli Surat,Super Area,500.0,Resale,Ready to Move,Ground out of 1,Unfurnished,Unknown,2800.0,14.0,1.0
1 BHK Apartment for Sale in Suman sagar  vesu surat Surat,Super Area,450.0,Resale,Ready to Move,6 out of 8,Unfurnished,Unknown,3000.0,13.5,6.0
"2 BHK Apartment for Sale in Green Valley, Adajan Surat",Carpet Area,1150.0,Resale,Ready to Move,6 out of 7,Unfurnished,Green Valley,4691.5,39.0,6.0
2 BHK Apartment for Sale in Surat,Super Area,1040.0,Resale,Ready to Move,2 out of 5,Unfurnished,Unknown,3846.0,40.0,2.0
2 BHK Villa for Sale in Karamala Surat,Carpet Area,800.0,Unfurnished,Poss. by Aug '24,Resale,Unknown,Unknown,2912.0,19.5,5.0
"1 BHK Apartment for Sale in Pooja Flats, Adajan Surat",Super Area,700.0,Resale,Ready to Move,2 out of 4,Furnished,Unknown,2857.0,20.0,2.0
  Office Space for Sale in Udhana Surat,Super Area,200.0,Resale,Ready to Move,1 out of 5,6,Unknown,6500.0,13.0,1.0
"5 BHK  House for Sale in Mahavir Nagar, Amroli Surat",Super Area,1258.0,Mahavir Nagar,Ready to Move,Resale,Unknown,Unknown,3816.0,48.0,5.0
1 BHK Builder Floor for Sale in LP Savani Surat,Super Area,570.0,Resale,Ready to Move,4 out of 5,Semi-Furnished,Unknown,3509.0,20.0,4.0
"2 BHK Apartment for Sale in Vraj Township, Jahangir Pura Surat",Carpet Area,880.0,New Property,Ready to Move,1 out of 5,Semi-Furnished,West,2564.0,30.0,1.0
  Office Space for Sale in Yoginagar Society Surat,Carpet Area,272.0,Resale,Ready to Move,4 out of 5,"1 Covered,",Unknown,4486.0,24.0,4.0
2 BHK  House for Sale in Lambe Hanuman Road Surat,Carpet Area,700.0,Unfurnished,Ready to Move,Resale,Co-operative Society,Unknown,6250.0,50.0,5.0
"1 BHK Apartment for Sale in Akash Weekend Address, Dumas Road Surat",Carpet Area,580.0,Resale,Ready to Move,9 out of 11,Unfurnished,South -West,4569.0,26.5,9.0
"  Shop for Sale in Aagam Vivianna, Vesu Surat",Carpet Area,100.0,Resale,Ready to Move,1 out of 1,Unknown,Unknown,9301.0,18.2,1.0
"2 BHK Apartment for Sale in Swapna Srusthi Residency Plots, Bhestan Surat",Carpet Area,750.0,Resale,Ready to Move,1 out of 4,Semi-Furnished,North - East,2722.0,24.5,1.0
  Office Space for Sale in Katar Gam Surat,Carpet Area,211.0,Resale,Ready to Move,2 out of 4,> 10,Unknown,9611.0,39.5,2.0
2 BHK Apartment for Sale in real kedar bhavan Surat,Carpet Area,800.0,Resale,Ready to Move,8 out of 8,Furnished,Freehold,2719.0,32.0,8.0
"2 BHK Apartment for Sale in Mahavir Residency, Rander Road Surat",Carpet Area,1326.0,Resale,Ready to Move,3 out of 9,Semi-Furnished,East,3333.0,50.0,3.0
"2 BHK Apartment for Sale in Stuti Empress, Palanpur Surat",Super Area,1250.0,Resale,Ready to Move,11 out of 12,Semi-Furnished,East,3280.0,41.0,11.0
2 BHK  House for Sale in Godadara Surat,Super Area,1235.0,Resale,Ready to Move,1 out of 2,Unfurnished,South -West,3239.0,40.0,1.0
"2 BHK Apartment for Sale in Parishram Park, Jahangirabad Surat",Super Area,970.0,Resale,Ready to Move,3 out of 5,Furnished,East,3918.0,38.0,3.0
2 BHK  House for Sale in Velanja Surat,Super Area,140.0,3 Covered,Resale,Unfurnished,Unknown,Unknown,2778.0,35.0,5.0
1 BHK Builder Floor for Sale in Piplod Surat,Super Area,785.0,Resale,Ready to Move,2 out of 4,Semi-Furnished,Unknown,4076.0,32.0,2.0
"2 BHK Apartment for Sale in Ramaa Residency, Jahangirabad Surat",Carpet Area,650.0,Resale,Ready to Move,9 out of 13,Furnished,South -West,3814.0,45.0,9.0
  Office Space for Sale in Katargam Surat,Super Area,200.0,Resale,Ready to Move,2 out of 3,Unknown,Unknown,10000.0,20.0,2.0
2 BHK  House for Sale in Madhuvan Bungalow Dindoli Surat,Super Area,456.0,Resale,Ready to Move,1 out of 1,Furnished,Unknown,9430.0,43.0,1.0
2 BHK Apartment for Sale in Kailash Nagar Surat,Super Area,1000.0,Resale,Ready to Move,5 out of 5,Unfurnished,North - West,3500.0,35.0,5.0
1 BHK Builder Floor for Sale in Amroli Surat,Super Area,480.0,Resale,Ready to Move,1 out of 4,Unfurnished,Unknown,1979.0,9.5,1.0
"2 BHK Apartment for Sale in Vaishnodevi Residency, Dahin Nagar Surat",Carpet Area,1058.0,Resale,Ready to Move,1 out of 7,Furnished,South,3214.0,34.0,1.0
"2 BHK Apartment for Sale in Nakshatra Solitaire, Palanpur Surat",Super Area,1203.0,Resale,Ready to Move,6 out of 12,Unfurnished,East,3832.0,46.1,6.0
2 BHK Apartment for Sale in Umra Surat,Carpet Area,625.0,Resale,Ready to Move,3 out of 3,Unfurnished,Unknown,7564.0,50.0,3.0
"1 BHK Apartment for Sale in Jivandeep Swastik Pride, Surat City Surat",Carpet Area,575.0,Resale,Ready to Move,3 out of 10,Semi-Furnished,East,2667.0,20.0,3.0
"2 BHK Apartment for Sale in Siddhi Vinayak Heights, Pal Surat",Super Area,1200.0,Resale,Ready to Move,7 out of 14,Unfurnished,East,3750.0,45.0,7.0
"2 BHK Apartment for Sale in Vaidehi Heights, Dindoli Surat",Carpet Area,1050.0,Resale,Ready to Move,2 out of 12,Furnished,East,3477.0,36.5,2.0
2 BHK  House for Sale in Chalthan Surat,Carpet Area,1450.0,Resale,Ready to Move,Ground out of 1,Unfurnished,East,2118.0,36.0,1.0
2 BHK Apartment for Sale in Palanpur Surat,Super Area,1500.0,Resale,Ready to Move,4 out of 5,Semi-Furnished,Unknown,3333.0,50.0,4.0
"2 BHK Apartment for Sale in Meera Avenue, Khadsad Surat",Super Area,1251.0,Resale,Ready to Move,8 out of 13,Unfurnished,Main Road,3437.0,43.0,8.0
4 BHK  House for Sale in Dindoli Surat,Super Area,900.0,Resale,Ready to Move,Ground out of 2,Unfurnished,Unknown,3111.0,28.0,2.0
1 BHK Apartment for Sale in Angan Appartment Surat,Carpet Area,695.0,Resale,Ready to Move,3 out of 4,Furnished,South - East,3022.0,21.0,3.0
1 BHK  House for Sale in Kosamba Surat,Super Area,480.0,Unfurnished,Ready to Move,Resale,Unknown,Unknown,1875.0,9.0,5.0
"1 BHK Apartment for Sale in Ambika Township, Dindoli Surat",Super Area,630.0,Resale,Ready to Move,4 out of 5,Unfurnished,East,2381.0,15.0,4.0
"  Office Space for Sale in Amby Valley Heights and Arcade, Uttran Surat",Super Area,482.0,Unknown,Ready to Move,Resale,Unknown,Unknown,7261.0,35.0,5.0
2 BHK Apartment for Sale in Udhana Surat,Super Area,650.0,Resale,Ready to Move,4 out of 5,Unfurnished,Unknown,5385.0,35.0,4.0
"1 BHK Penthouse for Sale in Echo Point, Althan Surat",Super Area,1190.0,Resale,Ready to Move,11 out of 11,Furnished,East,3613.0,43.0,11.0
  Office Space for Sale in Jolva Surat,Carpet Area,180.0,Resale,Ready to Move,Ground out of 1,Unknown,Unknown,3947.0,14.2,1.0
"1 BHK Apartment for Sale in Shagun Residency, Jahangir Pura Surat",Super Area,824.0,Shagun Residency,Ready to Move,Resale,Unknown,Unknown,3641.0,30.0,5.0
"2 BHK Apartment for Sale in Shyam enclave, Jahangirabad Surat",Carpet Area,700.0,Resale,Ready to Move,13 out of 14,Semi-Furnished,Shyam enclave,3200.0,40.0,13.0
  Shop for Sale in Chauta Bazar Surat,Carpet Area,110.0,Resale,Ready to Move,Ground out of 4,Unknown,Unknown,16832.0,34.0,4.0
 Studio Apartment for Sale in Sagrampura Surat,Super Area,350.0,Resale,Ready to Move,4 out of 5,Unfurnished,Unknown,2571.0,9.0,4.0
2 BHK Apartment for Sale in Palanpur Gam Surat,Carpet Area,750.0,New Property,Ready to Move,9 out of 14,Unfurnished,Unknown,3800.0,47.5,9.0
"2 BHK Apartment for Sale in Pavalion Warribee Victoria, Rander Surat",Carpet Area,900.0,Resale,Ready to Move,1 out of 1,Semi-Furnished,East,4691.5,40.0,1.0
1 BHK Builder Floor for Sale in Sachin Surat,Super Area,550.0,Resale,Ready to Move,3 out of 4,Unfurnished,Unknown,1682.0,9.3,3.0
  Showroom for Sale in Chauta Bazar Surat,Super Area,1000.0,Resale,Ready to Move,1 out of 5,Unknown,Unknown,3500.0,35.0,1.0
"2 BHK Apartment for Sale in Rajhans Platinum, Palanpur Surat",Super Area,1170.0,Resale,Ready to Move,4 out of 6,Semi-Furnished,Rajhans Platinum,3675.0,43.0,4.0
1 BHK Apartment for Sale in Jahangir Pura Surat,Super Area,500.0,Resale,Ready to Move,2 out of 7,Unfurnished,Unknown,4400.0,22.0,2.0
"2 BHK Builder Floor for Sale in Vitthal Bunglows, Bardoli Surat",Super Area,1300.0,Resale,Ready to Move,3 out of 6,Unfurnished,Vitthal Bunglows,1615.0,21.0,3.0
1 BHK Apartment for Sale in Udhna Surat,Carpet Area,350.0,Resale,Ready to Move,1 out of 3,Unfurnished,Unknown,4691.5,12.0,1.0
"2 BHK Apartment for Sale in Samruddhi Apartment, Gopi Pura Surat",Carpet Area,855.0,Resale,Ready to Move,3 out of 4,Semi-Furnished,West,2527.0,30.0,3.0
"2 BHK Apartment for Sale in Siddhi Vinayak Residency, Sachin Surat",Super Area,1075.0,Resale,Ready to Move,6 out of 10,Semi-Furnished,East,2512.0,27.0,6.0
"  Office Space for Sale in Kailashdeep Complex, Ring Road Surat",Carpet Area,187.0,Resale,Ready to Move,1 out of 4,Unknown,Unknown,8021.0,15.0,1.0
1 BHK  House for Sale in Jolva Surat,Transaction,1251.0,Unknown,2,1,Unknown,Unknown,4691.5,12.0,1.0
2 BHK Builder Floor for Sale in Katar Gam Surat,Super Area,925.0,Resale,Ready to Move,3 out of 4,Semi-Furnished,Unknown,2486.0,23.0,3.0
1 BHK Builder Floor for Sale in Saroli Surat,Carpet Area,12.0,Unfurnished,3 out of 3,Resale,Unknown,Unknown,33333.0,5.0,5.0
"2 BHK Apartment for Sale in Sumeru Sky Residency, Mota Varachha Surat",Carpet Area,800.0,Resale,Ready to Move,8 out of 13,Furnished,North,4091.0,45.0,8.0
2 BHK Apartment for Sale in Parvat Patia Surat,Super Area,1275.0,Resale,Ready to Move,13 out of 13,Furnished,1 Open,3608.0,46.0,13.0
  Plot/Land for Sale in Dandi Road Surat,Plot Area,1685.0,Resale,52.5 X 32.1,Freehold,Unknown,Garden/Park,2077.0,35.0,5.0
1 BHK Apartment for Sale in 214 Surat,Carpet Area,36.0,Resale,Ready to Move,2 out of 13,Unfurnished,North - East,3889.0,18.0,2.0
"  Office Space for Sale in Happy Green Signature Shoppers, Vesu Surat",Carpet Area,450.0,New Property,Ready to Move,3 out of 4,Unknown,Unknown,4556.0,41.0,3.0
1 BHK Builder Floor for Sale in Adajan Surat,Super Area,500.0,Resale,Ready to Move,4 out of 5,Unfurnished,Unknown,3600.0,18.0,4.0
1 BHK  House for Sale in Dindoli Surat,Super Area,450.0,Resale,Ready to Move,Ground out of 1,Unfurnished,Unknown,3333.0,15.0,1.0
2 BHK  House for Sale in Olpad Surat,Super Area,900.0,Resale,Ready to Move,1 out of 1,Unfurnished,North - East,3222.0,29.0,1.0
2 BHK Apartment for Sale in Sagrampura Surat,Super Area,762.0,Resale,Ready to Move,1 out of 9,Unfurnished,Unknown,2428.0,18.5,1.0
2 BHK Villa for Sale in Sai Vatika Recidency Olpad Sayan road Surat,Super Area,813.0,Unknown,Ready to Move,Resale,Unknown,Unknown,3198.0,26.0,5.0
  Plot/Land for Sale in Bhestan Surat,Plot Area,756.0,Unknown,Resale,Unknown,Unknown,Unknown,3968.0,30.0,5.0
